;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
1651;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;?;good
1652;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,9001384;13,79642523;211000.0;f;good
1653;b;56;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,0427104;70,05543362;24000.0;f;good
1654;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737864;7,493867821;300000.0;f;good
1655;b;32,75;1.5;u;g;cc;h;5.5;t;t;3;t;g;f;f;?;126,2901639;7,10712142;f;f;good
1656;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138;29,03614805;f;f;good
1657;a;47;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,3739356;73,90447734;f;f;good
1658;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
1659;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,683026;17,99656465;180000.0;f;good
1660;a;41;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063653;10,40764622;455000.0;f;good
1661;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053693;77,8604752;487000.0;f;good
1662;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984;31,69441092;120000.0;?;good
1663;a;18,83;9.5;u;g;w;v;1.625;t;t;6;t;g;40.0;600;?;70,59386124;53,86657731;40000.0;f;good
1664;a;23,5;9.0;u;g;q;v;8.5;t;t;5;t;g;120.0;f;?;87,96988271;49,07013737;120000.0;f;good
1665;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631;2,345474658;260000.0;?;good
1666;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,7198497;0,453010332;?;?;good
1667;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;f;good
1668;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,5492058;58,87378419;100000.0;f;good
1669;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,87030244;31,11146096;120000.0;f;good
1670;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,1501508;16,9903815;?;f;good
1671;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,4284342;26,03645629;311000.0;f;good
1672;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;f;good
1673;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,3012709;1,653224811;f;f;good
1674;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013;61,46330218;121000.0;f;good
1675;b;42,5;4.915;y;p;w;v;3.165;t;f;f;t;g;52.0;1442;?;167,5178889;27,79226479;52000.0;f;good
1676;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,603228;64,22885615;f;f;good
1677;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
1678;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,7269588;62,18902213;22000.0;?;good
1679;b;44;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,1004851;11,10464483;f;f;good
1680;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,7269588;62,18902213;22000.0;f;good
1681;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866026;5,467007747;f;f;good
1682;b;34,5;4.04;y;p;i;bb;8.5;t;t;7;t;g;195.0;f;?;132,445487;23,4754705;195000.0;f;good
1683;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,1278566;140,2224625;515000.0;f;good
1684;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758426;71,2004779;73000.0;f;good
1685;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237156;13,42583142;370000.0;f;good
1686;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
1687;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;f;good
1688;a;20,75;10.25;u;g;q;v;0.71;t;t;2;t;g;49.0;f;?;76,95618101;59,07503193;49000.0;f;good
1689;a;50,08;12.54;u;g;aa;v;2.29;t;t;3;t;g;156.0;f;?;189,1274951;71,54738479;156000.0;f;good
1690;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;f;good
1691;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,7725598;34,30025725;f;f;good
1692;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,9673613;25,92760238;70000.0;f;good
1693;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;?;good
1694;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,4623247;1,22141391;f;?;good
1695;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;f;good
1696;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;?;good
1697;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
1698;a;15,83;0.585;u;g;c;h;1.5;t;t;2;f;g;100.0;f;?;57,05587082;3,137468987;100000.0;f;good
1699;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
1700;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,1695277;79,15622019;70000.0;f;good
1701;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290102;37,08885932;350000.0;f;good
1702;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,3979041;32,24694782;399000.0;f;good
1703;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,26174717;10,67288103;100000.0;?;good
1704;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;f;good
1705;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,683026;17,99656465;180000.0;f;good
1706;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;f;good
1707;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,2820073;19,49047935;280000.0;f;good
1708;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
1709;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
1710;a;28,5;3.04;y;p;x;h;2.54;t;t;t;f;g;70.0;f;?;104,8851284;15,47103448;70000.0;f;good
1711;b;54,58;9.415;u;g;ff;ff;14.415;t;t;11;t;g;30.0;300;?;204,0857849;51,59678265;30000.0;f;good
1712;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;f;good
1713;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
1714;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,2644222;103,8133197;f;f;good
1715;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152;5,007132746;80000.0;f;good
1716;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;?;good
1717;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,86795447;45,29747193;60000.0;f;good
1718;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,7516884;69,34477154;200000.0;f;good
1719;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;f;good
1720;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806;123,449825;450000.0;f;good
1721;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,4932374;141,3182182;120000.0;?;good
1722;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;f;good
1723;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;f;good
1724;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
1725;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344;4,418577803;128000.0;f;good
1726;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;f;good
1727;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
1728;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;f;good
1729;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,5354315;27,88597604;144000.0;?;good
1730;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;f;good
1731;b;42;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,3047606;1,146294445;400000.0;f;good
1732;b;44;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,1004851;11,10464483;f;?;good
1733;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;?;good
1734;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,5492058;58,87378419;100000.0;f;good
1735;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;f;good
1736;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
1737;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344;4,418577803;128000.0;f;good
1738;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,9673613;25,92760238;70000.0;f;good
1739;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,9425698;0,578708558;202000.0;f;good
1740;b;23,17;f;u;g;cc;v;0.085;t;f;f;f;g;f;f;?;91,16425277;1,194819477;f;f;good
1741;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,4324456;39,40851858;f;f;good
1742;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631;2,345474658;260000.0;f;good
1743;a;18,83;9.5;u;g;w;v;1.625;t;t;6;t;g;40.0;600;?;70,59386124;53,86657731;40000.0;?;good
1744;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,3403224;93,52989342;21000.0;f;good
1745;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;f;good
1746;b;18;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,289158;0,71504859;200000.0;f;good
1747;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,2530577;6,604351225;240000.0;f;good
1748;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,8594658;13,02908846;160000.0;f;good
1749;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
1750;a;17,83;11.0;u;g;x;h;t;t;t;11;f;g;f;3000;?;69,40477289;61,38844002;f;f;good
1751;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
1752;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;?;good
1753;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
1754;b;19,42;6.5;u;g;w;h;1.46;t;t;7;f;g;80.0;2954;?;74,96935406;37,04829178;80000.0;?;good
1755;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,4396463;52,6641007;f;f;good
1756;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,8829577;63,99823289;80000.0;f;good
1757;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,87030244;31,11146096;120000.0;f;good
1758;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,131298;83,40092014;f;f;good
1759;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;?;good
1760;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166;0,713278953;?;f;good
1761;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,7269588;62,18902213;22000.0;f;good
1762;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;f;good
1763;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407671;2,317337159;280000.0;f;good
1764;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;f;good
1765;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;?;92,96459239;19,78938754;f;f;good
1766;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
1767;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973;12,05192681;120000.0;f;good
1768;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,6876675;11,07716799;50000.0;f;good
1769;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;?;183,2400637;1,631108008;380000.0;f;good
1770;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;?;good
1771;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,2037987;27,79798122;f;f;good
1772;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;f;good
1773;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1774;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,7578394;157,8885115;f;f;good
1775;b;23,17;f;u;g;cc;v;0.085;t;f;f;f;g;f;f;?;91,16425277;1,194819477;f;f;good
1776;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
1777;a;56,5;16.0;u;g;j;ff;f;t;t;15;f;g;f;247;?;215,3822668;89,03659908;f;?;good
1778;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;f;good
1779;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,7676556;22,08807222;320000.0;?;good
1780;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;?;67,19429416;31,70129184;80000.0;f;good
1781;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053693;77,8604752;487000.0;f;good
1782;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144;65,07993743;56000.0;?;good
1783;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,8829577;63,99823289;80000.0;f;good
1784;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1785;a;58,33;10.0;u;g;q;v;4.0;t;t;14;f;g;f;1602;?;220,4438209;53,40828488;f;f;good
1786;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823972;16,81935281;100000.0;?;good
1787;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793817;3,264361774;f;f;good
1788;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
1789;b;18;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,289158;0,71504859;200000.0;f;good
1790;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426;12,71888071;410000.0;?;good
1791;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
1792;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;?;good
1793;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,9696717;3,789646828;164000.0;?;good
1794;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;f;good
1795;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737864;7,493867821;300000.0;f;good
1796;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,0635573;81,85943363;168000.0;?;good
1797;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;f;good
1798;b;33,17;3.165;y;p;x;v;3.165;t;t;3;t;g;380.0;f;?;127,5914427;16,58130582;380000.0;f;good
1799;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;?;good
1800;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426;12,71888071;410000.0;f;good
1801;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878913;8,890198728;f;?;good
1802;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,4324456;39,40851858;f;?;good
1803;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407671;2,317337159;280000.0;f;good
1804;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,7578394;157,8885115;f;f;good
1805;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
1806;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;f;good
1807;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;f;good
1808;b;25;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,15118376;70,13171065;20000.0;f;good
1809;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163;53,43242762;60000.0;?;good
1810;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;?;good
1811;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;f;good
1812;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
1813;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;?;81,86459837;64,00761209;100000.0;f;good
1814;b;34,42;4.25;u;g;i;bb;3.25;t;t;2;f;g;274.0;610;?;130,2561297;21,71180195;274000.0;f;good
1815;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,5349078;24,22093921;f;f;good
1816;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;f;good
1817;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
1818;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,7203615;5,314717778;500000.0;f;good
1819;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,87030244;31,11146096;120000.0;?;good
1820;b;21,33;10.5;u;g;c;v;3.0;t;f;f;t;g;f;f;?;82,08646602;59,23722356;f;f;good
1821;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;?;77,79184881;8,615701696;150000.0;f;good
1822;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,8829577;63,99823289;80000.0;f;good
1823;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
1824;b;56;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,0427104;70,05543362;24000.0;f;good
1825;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
1826;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,8120652;1,222436794;f;f;good
1827;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
1828;a;21,25;2.335;u;g;i;bb;0.5;t;t;4;f;s;80.0;f;?;77,90332304;13,88018748;80000.0;f;good
1829;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,5771077;4,704681605;f;f;good
1830;b;45;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;?;169,981774;47,53953639;88000.0;f;good
1831;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924;6,484371526;300000.0;f;good
1832;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;?;good
1833;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;f;good
1834;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;f;good
1835;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1836;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758426;71,2004779;73000.0;f;good
1837;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
1838;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,1695277;79,15622019;70000.0;?;good
1839;b;27,25;1.585;u;g;cc;h;1.835;t;t;12;t;g;583.0;713;?;106,0212796;8,940649837;583000.0;f;good
1840;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1841;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
1842;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,60435899;9,248474863;395000.0;f;good
1843;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;f;good
1844;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535754;69,68027663;140000.0;f;good
1845;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1846;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;?;good
1847;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,3403224;93,52989342;21000.0;?;good
1848;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;?;183,2400637;1,631108008;380000.0;f;good
1849;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,496825;29,24014524;f;f;good
1850;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
1851;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
1852;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;f;good
1853;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144;65,07993743;56000.0;f;good
1854;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;f;good
1855;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,0635573;81,85943363;168000.0;f;good
1856;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,2640376;121,4989559;f;f;good
1857;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,9839017;23,94181777;360000.0;f;good
1858;b;27,75;0.585;y;p;cc;v;0.25;t;t;2;f;g;260.0;500;?;102,4198032;1,014527645;260000.0;?;good
1859;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631;2,345474658;260000.0;f;good
1860;b;27,25;1.585;u;g;cc;h;1.835;t;t;12;t;g;583.0;713;?;106,0212796;8,940649837;583000.0;?;good
1861;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666723;2,67751245;440000.0;f;good
1862;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344;4,418577803;128000.0;f;good
1863;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,8914555;77,05855369;f;?;good
1864;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,1278566;140,2224625;515000.0;f;good
1865;a;23;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408414;66,35546474;300000.0;f;good
1866;a;22,42;5.665;u;g;q;v;2.585;t;t;7;f;g;129.0;3257;?;85,33086557;31,81332213;129000.0;?;good
1867;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,5771077;4,704681605;f;f;good
1868;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;f;good
1869;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,8420148;22,57894874;120000.0;?;good
1870;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152;5,007132746;80000.0;f;good
